Date_ID,date,hour,maxtemp_f,mintemp_f,avgtemp_f,totalprecip_in,avghumidity,day_condition,hour_temp_f,hour_condition,hour_precip_in,hour_humidity
2186,2022-05-08,2:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,45.1,Overcast,0.0,90
2187,2022-05-08,3:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,44.8,Overcast,0.0,90
2188,2022-05-08,4:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,44.5,Overcast,0.0,87
2189,2022-05-08,5:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,44.3,Overcast,0.0,85
2190,2022-05-08,6:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,44.1,Overcast,0.0,82
2191,2022-05-08,7:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,43.9,Overcast,0.0,80
2192,2022-05-08,8:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,43.8,Overcast,0.0,78
2193,2022-05-08,9:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,43.7,Overcast,0.0,76
2194,2022-05-08,10:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,44.4,Overcast,0.0,73
2195,2022-05-08,11:00AM,52.0,43.7,47.4,0.0,73.0,Overcast,45.1,Overcast,0.0,70
2196,2022-05-08,12:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,45.9,Overcast,0.0,67
2197,2022-05-08,1:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,47.7,Overcast,0.0,65
2198,2022-05-08,2:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,49.5,Overcast,0.0,62
2199,2022-05-08,3:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,51.3,Overcast,0.0,60
2200,2022-05-08,4:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,51.5,Overcast,0.0,58
2201,2022-05-08,5:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,51.7,Partly cloudy,0.0,56
2202,2022-05-08,6:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,52.0,Partly cloudy,0.0,54
2203,2022-05-08,7:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,50.2,Partly cloudy,0.0,57
2204,2022-05-08,8:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,48.4,Clear,0.0,61
2205,2022-05-08,9:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,46.6,Clear,0.0,64
2206,2022-05-08,10:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,46.0,Clear,0.0,69
2207,2022-05-08,11:00PM,52.0,43.7,47.4,0.0,73.0,Overcast,45.4,Partly cloudy,0.0,73
2208,2022-05-09,12:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,44.8,Partly cloudy,0.0,78
2209,2022-05-09,1:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,45.0,Partly cloudy,0.0,74
2210,2022-05-09,2:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,45.3,Partly cloudy,0.0,70
2211,2022-05-09,3:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,45.5,Partly cloudy,0.0,65
2212,2022-05-09,4:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,45.5,Partly cloudy,0.0,63
2213,2022-05-09,5:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,45.5,Partly cloudy,0.0,60
2214,2022-05-09,6:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,45.5,Partly cloudy,0.0,57
2215,2022-05-09,7:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,46.8,Partly cloudy,0.0,55
2216,2022-05-09,8:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,48.0,Partly cloudy,0.0,52
2217,2022-05-09,9:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,49.3,Partly cloudy,0.0,50
2218,2022-05-09,10:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,51.7,Partly cloudy,0.0,48
2219,2022-05-09,11:00AM,63.7,44.8,55.6,0.0,54.0,Cloudy,54.1,Cloudy,0.0,47
2220,2022-05-09,12:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,56.5,Cloudy,0.0,45
2221,2022-05-09,1:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,58.9,Cloudy,0.0,44
2222,2022-05-09,2:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,61.3,Partly cloudy,0.0,42
2223,2022-05-09,3:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,63.7,Partly cloudy,0.0,41
2224,2022-05-09,4:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,63.5,Partly cloudy,0.0,41
2225,2022-05-09,5:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,63.3,Partly cloudy,0.0,41
2226,2022-05-09,6:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,63.1,Partly cloudy,0.0,42
2227,2022-05-09,7:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,58.9,Partly cloudy,0.0,47
2228,2022-05-09,8:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,54.6,Clear,0.0,51
2229,2022-05-09,9:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,50.4,Clear,0.0,56
2230,2022-05-09,10:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,49.0,Clear,0.0,61
2231,2022-05-09,11:00PM,63.7,44.8,55.6,0.0,54.0,Cloudy,47.7,Clear,0.0,65
2232,2022-05-10,12:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,46.4,Clear,0.0,70
2233,2022-05-10,1:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,45.8,Clear,0.0,70
2234,2022-05-10,2:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,45.2,Clear,0.0,70
2235,2022-05-10,3:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,44.6,Clear,0.0,70
2236,2022-05-10,4:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,44.4,Clear,0.0,66
2237,2022-05-10,5:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,44.2,Clear,0.0,62
2238,2022-05-10,6:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,44.1,Sunny,0.0,58
2239,2022-05-10,7:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,47.1,Sunny,0.0,53
2240,2022-05-10,8:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,50.2,Sunny,0.0,48
2241,2022-05-10,9:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,53.2,Sunny,0.0,44
2242,2022-05-10,10:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,56.7,Sunny,0.0,45
2243,2022-05-10,11:00AM,69.4,44.1,59.8,0.0,54.0,Sunny,60.1,Sunny,0.0,46
2244,2022-05-10,12:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,63.5,Sunny,0.0,47
2245,2022-05-10,1:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,65.3,Sunny,0.0,45
2246,2022-05-10,2:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,67.1,Sunny,0.0,44
2247,2022-05-10,3:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,68.9,Sunny,0.0,43
2248,2022-05-10,4:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,69.1,Sunny,0.0,43
2249,2022-05-10,5:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,69.3,Sunny,0.0,44
2250,2022-05-10,6:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,69.4,Sunny,0.0,45
2251,2022-05-10,7:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,64.1,Sunny,0.0,49
2252,2022-05-10,8:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,58.8,Clear,0.0,54
2253,2022-05-10,9:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,53.4,Clear,0.0,58
2254,2022-05-10,10:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,52.0,Clear,0.0,62
2255,2022-05-10,11:00PM,69.4,44.1,59.8,0.0,54.0,Sunny,50.7,Clear,0.0,66
2256,2022-05-11,12:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,49.3,Clear,0.0,69
2257,2022-05-11,1:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,48.4,Clear,0.0,71
2258,2022-05-11,2:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,47.6,Clear,0.0,73
2259,2022-05-11,3:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,46.8,Clear,0.0,75
2260,2022-05-11,4:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,46.5,Clear,0.0,71
2261,2022-05-11,5:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,46.2,Sunny,0.0,68
2262,2022-05-11,6:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,45.9,Sunny,0.0,65
2263,2022-05-11,7:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,49.3,Sunny,0.0,56
2264,2022-05-11,8:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,52.7,Sunny,0.0,47
2265,2022-05-11,9:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,56.1,Sunny,0.0,38
2266,2022-05-11,10:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,60.0,Sunny,0.0,34
2267,2022-05-11,11:00AM,71.1,45.9,62.2,0.0,53.0,Sunny,63.9,Sunny,0.0,31
2268,2022-05-11,12:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,67.8,Sunny,0.0,28
2269,2022-05-11,1:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,68.9,Sunny,0.0,30
2270,2022-05-11,2:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,70.0,Sunny,0.0,32
2271,2022-05-11,3:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,71.1,Sunny,0.0,34
2272,2022-05-11,4:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,70.8,Sunny,0.0,38
2273,2022-05-11,5:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,70.5,Sunny,0.0,41
2274,2022-05-11,6:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,70.2,Sunny,0.0,45
2275,2022-05-11,7:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,65.7,Sunny,0.0,54
2276,2022-05-11,8:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,61.3,Clear,0.0,63
2277,2022-05-11,9:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,56.8,Clear,0.0,71
2278,2022-05-11,10:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,55.4,Clear,0.0,76
2279,2022-05-11,11:00PM,71.1,45.9,62.2,0.0,53.0,Sunny,54.0,Clear,0.0,81
2280,2022-05-12,12:00AM,75.6,48.4,66.2,0.0,66.0,Mist,52.5,Clear,0.0,86
2281,2022-05-12,1:00AM,75.6,48.4,66.2,0.0,66.0,Mist,51.7,Clear,0.0,88
2282,2022-05-12,2:00AM,75.6,48.4,66.2,0.0,66.0,Mist,50.8,Clear,0.0,89
2283,2022-05-12,3:00AM,75.6,48.4,66.2,0.0,66.0,Mist,50.0,Clear,0.0,91
2284,2022-05-12,4:00AM,75.6,48.4,66.2,0.0,66.0,Mist,49.5,Clear,0.0,92
2285,2022-05-12,5:00AM,75.6,48.4,66.2,0.0,66.0,Mist,48.9,Mist,0.0,93
2286,2022-05-12,6:00AM,75.6,48.4,66.2,0.0,66.0,Mist,48.4,Mist,0.0,94
2287,2022-05-12,7:00AM,75.6,48.4,66.2,0.0,66.0,Mist,52.7,Mist,0.0,83
2288,2022-05-12,8:00AM,75.6,48.4,66.2,0.0,66.0,Mist,57.0,Sunny,0.0,72
2289,2022-05-12,9:00AM,75.6,48.4,66.2,0.0,66.0,Mist,61.3,Sunny,0.0,62
2290,2022-05-12,10:00AM,75.6,48.4,66.2,0.0,66.0,Mist,65.2,Sunny,0.0,54
2291,2022-05-12,11:00AM,75.6,48.4,66.2,0.0,66.0,Mist,69.1,Sunny,0.0,46
2292,2022-05-12,12:00PM,75.6,48.4,66.2,0.0,66.0,Mist,73.0,Sunny,0.0,38
2293,2022-05-12,1:00PM,75.6,48.4,66.2,0.0,66.0,Mist,73.9,Sunny,0.0,37
2294,2022-05-12,2:00PM,75.6,48.4,66.2,0.0,66.0,Mist,74.7,Sunny,0.0,37
2295,2022-05-12,3:00PM,75.6,48.4,66.2,0.0,66.0,Mist,75.6,Sunny,0.0,36
2296,2022-05-12,4:00PM,75.6,48.4,66.2,0.0,66.0,Mist,74.6,Sunny,0.0,38
2297,2022-05-12,5:00PM,75.6,48.4,66.2,0.0,66.0,Mist,73.6,Sunny,0.0,41
2298,2022-05-12,6:00PM,75.6,48.4,66.2,0.0,66.0,Mist,72.7,Sunny,0.0,43
2299,2022-05-12,7:00PM,75.6,48.4,66.2,0.0,66.0,Mist,67.8,Sunny,0.0,55
2300,2022-05-12,8:00PM,75.6,48.4,66.2,0.0,66.0,Mist,63.0,Clear,0.0,67
2301,2022-05-12,9:00PM,75.6,48.4,66.2,0.0,66.0,Mist,58.1,Clear,0.0,79
2302,2022-05-12,10:00PM,75.6,48.4,66.2,0.0,66.0,Mist,58.6,Clear,0.0,83
2303,2022-05-12,11:00PM,75.6,48.4,66.2,0.0,66.0,Mist,59.1,Overcast,0.0,88
2304,2022-05-13,12:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,59.5,Overcast,0.0,92
2305,2022-05-13,1:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,59.5,Overcast,0.0,92
2306,2022-05-13,2:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,59.4,Overcast,0.0,92
2307,2022-05-13,3:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,59.4,Overcast,0.0,93
2308,2022-05-13,4:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,59.4,Overcast,0.0,93
2309,2022-05-13,5:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,59.4,Overcast,0.0,94
2310,2022-05-13,6:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,59.4,Overcast,0.0,94
2311,2022-05-13,7:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,59.8,Overcast,0.0,95
2312,2022-05-13,8:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,60.3,Mist,0.0,95
2313,2022-05-13,9:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,60.8,Mist,0.0,96
2314,2022-05-13,10:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,62.5,Mist,0.0,92
2315,2022-05-13,11:00AM,73.9,59.4,66.3,0.02,88.0,Light rain shower,64.3,Overcast,0.0,89
2316,2022-05-13,12:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,66.0,Overcast,0.0,86
2317,2022-05-13,1:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,68.7,Overcast,0.0,79
2318,2022-05-13,2:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,71.3,Patchy rain possible,0.0,73
2319,2022-05-13,3:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,73.9,Patchy rain possible,0.0,67
2320,2022-05-13,4:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,73.2,Patchy rain possible,0.0,73
2321,2022-05-13,5:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,72.4,Light rain shower,0.0,79
2322,2022-05-13,6:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,71.6,Light rain shower,0.0,85
2323,2022-05-13,7:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,69.1,Light rain shower,0.0,89
2324,2022-05-13,8:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,66.7,Mist,0.0,93
2325,2022-05-13,9:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,64.2,Mist,0.0,97
2326,2022-05-13,10:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,63.1,Mist,0.0,97
2327,2022-05-13,11:00PM,73.9,59.4,66.3,0.02,88.0,Light rain shower,62.1,Fog,0.0,98
2328,2022-05-14,12:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,61.0,Fog,0.0,99
2329,2022-05-14,1:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,60.6,Fog,0.0,99
2330,2022-05-14,2:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,60.1,Fog,0.0,99
2331,2022-05-14,3:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,59.7,Fog,0.0,99
2332,2022-05-14,4:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,60.0,Fog,0.0,99
2333,2022-05-14,5:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,60.2,Light rain shower,0.01,99
2334,2022-05-14,6:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,60.4,Light rain shower,0.01,99
2335,2022-05-14,7:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,61.3,Light rain shower,0.0,99
2336,2022-05-14,8:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,62.1,Fog,0.0,98
2337,2022-05-14,9:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,63.0,Fog,0.0,98
2338,2022-05-14,10:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,64.9,Fog,0.0,94
2339,2022-05-14,11:00AM,74.7,59.7,67.5,0.12,94.0,Light rain shower,66.8,Patchy rain possible,0.0,91
2340,2022-05-14,12:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,68.7,Patchy rain possible,0.0,88
2341,2022-05-14,1:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,70.7,Patchy rain possible,0.0,85
2342,2022-05-14,2:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,72.7,Light rain shower,0.01,81
2343,2022-05-14,3:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,74.7,Light rain shower,0.02,78
2344,2022-05-14,4:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,73.3,Light rain shower,0.01,83
2345,2022-05-14,5:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,72.0,Light rain shower,0.01,87
2346,2022-05-14,6:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,70.7,Light rain shower,0.02,92
2347,2022-05-14,7:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,68.8,Light rain shower,0.01,94
2348,2022-05-14,8:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,66.9,Light rain shower,0.01,96
2349,2022-05-14,9:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,64.9,Light rain shower,0.01,98
2350,2022-05-14,10:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,64.2,Light rain shower,0.0,99
2351,2022-05-14,11:00PM,74.7,59.7,67.5,0.12,94.0,Light rain shower,63.4,Light rain shower,0.0,99
2352,2022-05-15,12:00AM,87.3,60.1,75.8,0.16,81.0,Fog,62.6,Light rain shower,0.01,99
2353,2022-05-15,1:00AM,87.3,60.1,75.8,0.16,81.0,Fog,62.2,Light rain shower,0.0,99
2354,2022-05-15,2:00AM,87.3,60.1,75.8,0.16,81.0,Fog,61.8,Fog,0.0,99
2355,2022-05-15,3:00AM,87.3,60.1,75.8,0.16,81.0,Fog,61.3,Fog,0.0,99
2356,2022-05-15,4:00AM,87.3,60.1,75.8,0.16,81.0,Fog,60.9,Fog,0.0,99
2357,2022-05-15,5:00AM,87.3,60.1,75.8,0.16,81.0,Fog,60.5,Fog,0.0,99
2358,2022-05-15,6:00AM,87.3,60.1,75.8,0.16,81.0,Fog,60.1,Fog,0.0,99
2359,2022-05-15,7:00AM,87.3,60.1,75.8,0.16,81.0,Fog,62.8,Fog,0.0,95
2360,2022-05-15,8:00AM,87.3,60.1,75.8,0.16,81.0,Fog,65.6,Partly cloudy,0.0,91
2361,2022-05-15,9:00AM,87.3,60.1,75.8,0.16,81.0,Fog,68.4,Partly cloudy,0.0,87
2362,2022-05-15,10:00AM,87.3,60.1,75.8,0.16,81.0,Fog,74.7,Partly cloudy,0.0,76
2363,2022-05-15,11:00AM,87.3,60.1,75.8,0.16,81.0,Fog,81.0,Sunny,0.0,64
2364,2022-05-15,12:00PM,87.3,60.1,75.8,0.16,81.0,Fog,87.3,Sunny,0.0,53
2365,2022-05-15,1:00PM,87.3,60.1,75.8,0.16,81.0,Fog,87.0,Sunny,0.0,49
2366,2022-05-15,2:00PM,87.3,60.1,75.8,0.16,81.0,Fog,86.8,Partly cloudy,0.0,45
2367,2022-05-15,3:00PM,87.3,60.1,75.8,0.16,81.0,Fog,86.5,Partly cloudy,0.0,41
2368,2022-05-15,4:00PM,87.3,60.1,75.8,0.16,81.0,Fog,83.3,Partly cloudy,0.0,51
2369,2022-05-15,5:00PM,87.3,60.1,75.8,0.16,81.0,Fog,80.1,Patchy rain possible,0.0,61
2370,2022-05-15,6:00PM,87.3,60.1,75.8,0.16,81.0,Fog,76.8,Patchy rain possible,0.0,71
2371,2022-05-15,7:00PM,87.3,60.1,75.8,0.16,81.0,Fog,73.3,Patchy rain possible,0.0,80
2372,2022-05-15,8:00PM,87.3,60.1,75.8,0.16,81.0,Fog,69.7,Moderate rain at times,0.05,88
2373,2022-05-15,9:00PM,87.3,60.1,75.8,0.16,81.0,Fog,66.2,Moderate rain at times,0.06,97
2374,2022-05-15,10:00PM,87.3,60.1,75.8,0.16,81.0,Fog,65.7,Moderate rain at times,0.03,96
2375,2022-05-15,11:00PM,87.3,60.1,75.8,0.16,81.0,Fog,65.1,Mist,0.0,95
2376,2022-05-16,12:00AM,87.3,61.3,76.1,0.0,74.0,Mist,64.6,Mist,0.0,94
2377,2022-05-16,1:00AM,87.3,61.3,76.1,0.0,74.0,Mist,64.2,Mist,0.0,94
2378,2022-05-16,2:00AM,87.3,61.3,76.1,0.0,74.0,Mist,63.7,Mist,0.0,95
2379,2022-05-16,3:00AM,87.3,61.3,76.1,0.0,74.0,Mist,63.3,Mist,0.0,95
2380,2022-05-16,4:00AM,87.3,61.3,76.1,0.0,74.0,Mist,62.7,Mist,0.0,96
2381,2022-05-16,5:00AM,87.3,61.3,76.1,0.0,74.0,Mist,62.0,Mist,0.0,96
2382,2022-05-16,6:00AM,87.3,61.3,76.1,0.0,74.0,Mist,61.3,Mist,0.0,96
2383,2022-05-16,7:00AM,87.3,61.3,76.1,0.0,74.0,Mist,64.5,Mist,0.0,91
2384,2022-05-16,8:00AM,87.3,61.3,76.1,0.0,74.0,Mist,67.6,Sunny,0.0,86
2385,2022-05-16,9:00AM,87.3,61.3,76.1,0.0,74.0,Mist,70.7,Sunny,0.0,81
2386,2022-05-16,10:00AM,87.3,61.3,76.1,0.0,74.0,Mist,75.7,Sunny,0.0,70
2387,2022-05-16,11:00AM,87.3,61.3,76.1,0.0,74.0,Mist,80.7,Sunny,0.0,58
2388,2022-05-16,12:00PM,87.3,61.3,76.1,0.0,74.0,Mist,85.6,Sunny,0.0,46
2389,2022-05-16,1:00PM,87.3,61.3,76.1,0.0,74.0,Mist,86.2,Sunny,0.0,45
2390,2022-05-16,2:00PM,87.3,61.3,76.1,0.0,74.0,Mist,86.7,Partly cloudy,0.0,44
2391,2022-05-16,3:00PM,87.3,61.3,76.1,0.0,74.0,Mist,87.3,Partly cloudy,0.0,42
2392,2022-05-16,4:00PM,87.3,61.3,76.1,0.0,74.0,Mist,83.4,Partly cloudy,0.0,52
2393,2022-05-16,5:00PM,87.3,61.3,76.1,0.0,74.0,Mist,79.6,Sunny,0.0,62
2394,2022-05-16,6:00PM,87.3,61.3,76.1,0.0,74.0,Mist,75.7,Sunny,0.0,72
2395,2022-05-16,7:00PM,87.3,61.3,76.1,0.0,74.0,Mist,73.5,Sunny,0.0,70
2396,2022-05-16,8:00PM,87.3,61.3,76.1,0.0,74.0,Mist,71.2,Clear,0.0,67
2397,2022-05-16,9:00PM,87.3,61.3,76.1,0.0,74.0,Mist,68.9,Clear,0.0,65
2398,2022-05-16,10:00PM,87.3,61.3,76.1,0.0,74.0,Mist,65.2,Clear,0.0,70
2399,2022-05-16,11:00PM,87.3,61.3,76.1,0.0,74.0,Mist,61.5,Clear,0.0,75
2400,2022-05-17,12:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,57.7,Clear,0.0,79
2401,2022-05-17,1:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,56.8,Clear,0.0,79
2402,2022-05-17,2:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,55.9,Clear,0.0,78
2403,2022-05-17,3:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,55.0,Clear,0.0,78
2404,2022-05-17,4:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,54.4,Clear,0.0,78
2405,2022-05-17,5:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,53.7,Sunny,0.0,78
2406,2022-05-17,6:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,53.1,Sunny,0.0,78
2407,2022-05-17,7:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,57.4,Sunny,0.0,70
2408,2022-05-17,8:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,61.7,Sunny,0.0,61
2409,2022-05-17,9:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,66.0,Sunny,0.0,53
2410,2022-05-17,10:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,68.9,Sunny,0.0,48
2411,2022-05-17,11:00AM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,71.8,Partly cloudy,0.0,44
2412,2022-05-17,12:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,74.7,Partly cloudy,0.0,40
2413,2022-05-17,1:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,76.0,Partly cloudy,0.0,38
2414,2022-05-17,2:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,77.4,Sunny,0.0,36
2415,2022-05-17,3:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,78.8,Sunny,0.0,34
2416,2022-05-17,4:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,76.9,Sunny,0.0,37
2417,2022-05-17,5:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,75.0,Sunny,0.0,41
2418,2022-05-17,6:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,73.0,Sunny,0.0,44
2419,2022-05-17,7:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,69.2,Sunny,0.0,50
2420,2022-05-17,8:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,65.4,Clear,0.0,55
2421,2022-05-17,9:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,61.5,Clear,0.0,61
2422,2022-05-17,10:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,60.4,Clear,0.0,63
2423,2022-05-17,11:00PM,78.8,53.1,69.1,0.0,58.0,Partly cloudy,59.4,Clear,0.0,64
2424,2022-05-18,12:00AM,77.2,49.8,67.1,0.0,55.0,Partly cloudy,58.3,Clear,0.0,66
2425,2022-05-18,1:00AM,77.2,49.8,67.1,0.0,55.0,Partly cloudy,56.5,Clear,0.0,66
2426,2022-05-18,2:00AM,77.2,49.8,67.1,0.0,55.0,Partly cloudy,54.8,Clear,0.0,66
2427,2022-05-18,3:00AM,77.2,49.8,67.1,0.0,55.0,Partly cloudy,53.1,Clear,0.0,66
2428,2022-05-18,4:00AM,77.2,49.8,67.1,0.0,55.0,Partly cloudy,52.0,Clear,0.0,68
2429,2022-05-18,5:00AM,77.2,49.8,67.1,0.0,55.0,Partly cloudy,50.9,Sunny,0.0,70
