,YEAR,START_DATE,offensegroup,OFFENSE,offense-text,offensekey,START_TIME
5880,2022,2022-04-11,violent,robbery,robbery,violent|robbery,20:17:00
5881,2022,2022-04-11,violent,robbery,robbery,violent|robbery,22:32:00
5882,2022,2022-04-11,violent,robbery,robbery,violent|robbery,22:56:00
5883,2022,2022-04-12,violent,robbery,robbery,violent|robbery,00:07:00
5884,2022,2022-07-07,violent,sex abuse,sex abuse,violent|sex abuse,21:00:00
5885,2022,2022-07-26,violent,robbery,robbery,violent|robbery,10:49:00
5886,2022,2022-05-09,violent,robbery,robbery,violent|robbery,21:30:00
5887,2022,2022-05-10,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,00:01:00
5888,2022,2022-05-10,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,09:30:00
5889,2022,2022-04-05,property,theft/other,theft/other,property|theft/other,13:38:00
5890,2022,2022-04-11,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,22:20:00
5891,2022,2022-07-05,property,burglary,burglary,property|burglary,03:14:00
5892,2022,2022-06-25,property,theft/other,theft/other,property|theft/other,12:04:00
5893,2022,2022-07-04,property,burglary,burglary,property|burglary,21:30:00
5894,2022,2022-07-05,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,13:21:00
5895,2022,2022-07-05,property,theft f/auto,theft f/auto,property|theft f/auto,11:46:00
5896,2022,2022-07-05,property,theft f/auto,theft f/auto,property|theft f/auto,11:00:00
5897,2022,2022-07-26,property,theft f/auto,theft f/auto,property|theft f/auto,12:01:00
5898,2022,2022-07-26,property,theft f/auto,theft f/auto,property|theft f/auto,13:30:00
5899,2022,2022-05-07,property,theft f/auto,theft f/auto,property|theft f/auto,22:50:00
5900,2022,2022-05-10,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,00:56:00
5901,2022,2022-05-10,property,burglary,burglary,property|burglary,01:49:00
5902,2022,2022-05-09,property,theft f/auto,theft f/auto,property|theft f/auto,18:30:00
5903,2022,2022-05-10,property,theft f/auto,theft f/auto,property|theft f/auto,00:45:00
5904,2022,2022-05-15,property,theft/other,theft/other,property|theft/other,18:45:00
5905,2022,2022-05-28,violent,sex abuse,sex abuse,violent|sex abuse,12:29:00
5906,2022,2022-06-25,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,12:20:00
5907,2022,2022-07-12,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,21:53:00
5908,2022,2022-04-07,violent,robbery,robbery,violent|robbery,13:43:00
5909,2022,2022-05-28,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,10:00:00
5910,2022,2022-06-02,property,theft/other,theft/other,property|theft/other,19:54:00
5911,2022,2022-06-02,property,theft f/auto,theft f/auto,property|theft f/auto,23:04:00
5912,2022,2022-06-02,property,theft f/auto,theft f/auto,property|theft f/auto,20:30:00
5913,2022,2022-06-02,property,theft/other,theft/other,property|theft/other,09:20:00
5914,2022,2022-06-20,property,theft/other,theft/other,property|theft/other,14:10:00
5915,2022,2022-06-20,property,burglary,burglary,property|burglary,14:45:00
5916,2022,2022-06-18,property,theft f/auto,theft f/auto,property|theft f/auto,12:30:00
5917,2022,2022-06-20,property,theft/other,theft/other,property|theft/other,16:00:00
5918,2022,2022-06-20,property,theft f/auto,theft f/auto,property|theft f/auto,15:07:00
5919,2022,2022-06-24,property,theft/other,theft/other,property|theft/other,12:50:00
5920,2022,2022-06-24,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,10:00:00
5921,2022,2022-07-08,property,theft/other,theft/other,property|theft/other,19:10:00
5922,2022,2022-07-08,property,theft/other,theft/other,property|theft/other,12:00:00
5923,2022,2022-04-07,property,theft/other,theft/other,property|theft/other,14:04:00
5924,2022,2022-04-07,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,16:04:00
5925,2022,2022-04-13,property,theft f/auto,theft f/auto,property|theft f/auto,18:00:00
5926,2022,2022-04-11,property,theft f/auto,theft f/auto,property|theft f/auto,05:00:00
5927,2022,2022-04-13,property,theft f/auto,theft f/auto,property|theft f/auto,07:30:00
5929,2022,2022-02-17,violent,robbery,robbery,violent|robbery,11:47:00
5930,2022,2022-04-23,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,05:58:00
5933,2022,2022-02-08,property,theft/other,theft/other,property|theft/other,15:20:00
5934,2022,2022-02-17,property,theft f/auto,theft f/auto,property|theft f/auto,07:12:00
5935,2022,2022-02-17,property,theft/other,theft/other,property|theft/other,09:00:00
5936,2022,2022-03-08,property,theft/other,theft/other,property|theft/other,12:32:00
5937,2022,2022-03-08,property,theft/other,theft/other,property|theft/other,14:00:00
5938,2022,2022-03-07,property,theft/other,theft/other,property|theft/other,15:30:00
5939,2022,2022-03-08,property,theft f/auto,theft f/auto,property|theft f/auto,16:31:00
5940,2022,2022-03-27,property,theft f/auto,theft f/auto,property|theft f/auto,10:00:00
5941,2022,2022-03-26,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
5942,2022,2022-03-27,property,theft/other,theft/other,property|theft/other,13:40:00
5943,2022,2022-04-01,property,theft f/auto,theft f/auto,property|theft f/auto,20:45:00
5944,2022,2022-03-28,property,theft/other,theft/other,property|theft/other,00:00:00
5945,2022,2022-04-22,property,theft f/auto,theft f/auto,property|theft f/auto,17:01:00
5946,2022,2022-04-17,property,theft/other,theft/other,property|theft/other,09:30:00
5947,2022,2022-04-23,property,theft/other,theft/other,property|theft/other,08:20:00
5949,2022,2022-02-07,violent,robbery,robbery,violent|robbery,11:37:00
5950,2022,2022-03-03,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,22:41:00
5951,2022,2022-03-22,violent,robbery,robbery,violent|robbery,22:00:00
5952,2022,2022-04-23,property,theft/other,theft/other,property|theft/other,12:31:00
5953,2022,2022-04-23,property,theft f/auto,theft f/auto,property|theft f/auto,05:00:00
5954,2022,2022-04-23,property,theft/other,theft/other,property|theft/other,14:52:00
5962,2022,2022-02-06,property,theft f/auto,theft f/auto,property|theft f/auto,11:00:00
5963,2022,2022-02-06,property,theft f/auto,theft f/auto,property|theft f/auto,19:30:00
5964,2022,2022-02-06,property,theft f/auto,theft f/auto,property|theft f/auto,18:45:00
5965,2022,2022-02-25,property,theft/other,theft/other,property|theft/other,17:23:00
5966,2022,2022-03-04,property,theft/other,theft/other,property|theft/other,00:58:00
5967,2022,2022-03-04,property,burglary,burglary,property|burglary,02:18:00
5968,2022,2022-03-20,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
5969,2022,2022-03-22,property,theft/other,theft/other,property|theft/other,22:14:00
5970,2022,2022-03-22,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,22:40:00
5971,2022,2022-03-22,property,theft/other,theft/other,property|theft/other,17:00:00
5972,2022,2022-03-24,property,theft f/auto,theft f/auto,property|theft f/auto,03:45:00
5973,2022,2022-03-23,property,theft/other,theft/other,property|theft/other,06:30:00
5974,2022,2022-03-26,property,theft/other,theft/other,property|theft/other,23:55:00
5975,2022,2022-03-28,property,theft f/auto,theft f/auto,property|theft f/auto,09:00:00
5976,2022,2022-04-12,property,theft/other,theft/other,property|theft/other,01:53:00
5977,2022,2022-04-10,property,theft f/auto,theft f/auto,property|theft f/auto,02:00:00
5978,2022,2022-04-08,property,theft f/auto,theft f/auto,property|theft f/auto,18:00:00
5979,2022,2022-04-18,violent,sex abuse,sex abuse,violent|sex abuse,18:57:00
5980,2022,2022-04-18,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,21:34:00
5981,2022,2022-07-16,violent,robbery,robbery,violent|robbery,04:35:00
5982,2022,2022-05-03,violent,robbery,robbery,violent|robbery,10:40:00
5983,2022,2022-04-15,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
5984,2022,2022-07-11,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,05:33:00
5985,2022,2022-07-11,property,theft/other,theft/other,property|theft/other,09:50:00
5986,2022,2022-07-11,property,burglary,burglary,property|burglary,03:00:00
5987,2022,2022-07-01,property,burglary,burglary,property|burglary,10:00:00
5988,2022,2022-07-16,property,theft/other,theft/other,property|theft/other,07:34:00
5989,2022,2022-05-01,property,theft/other,theft/other,property|theft/other,01:56:00
5990,2022,2022-05-02,property,theft f/auto,theft f/auto,property|theft f/auto,16:30:00
5991,2022,2022-04-30,property,theft/other,theft/other,property|theft/other,11:35:00
5992,2022,2022-04-30,property,theft/other,theft/other,property|theft/other,19:52:00
5993,2022,2022-05-03,property,theft f/auto,theft f/auto,property|theft f/auto,09:30:00
5994,2022,2022-05-16,property,theft f/auto,theft f/auto,property|theft f/auto,01:41:00
5995,2022,2022-05-15,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
5996,2022,2022-05-16,property,burglary,burglary,property|burglary,03:12:00
5997,2022,2022-05-15,property,theft f/auto,theft f/auto,property|theft f/auto,19:30:00
5998,2022,2022-06-03,property,theft f/auto,theft f/auto,property|theft f/auto,01:51:00
5999,2022,2022-06-02,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
6000,2022,2022-06-08,property,theft f/auto,theft f/auto,property|theft f/auto,13:37:00
6001,2022,2022-06-25,violent,homicide,homicide,violent|homicide,16:44:00
6002,2022,2022-07-18,violent,robbery,robbery,violent|robbery,10:56:00
6003,2022,2022-06-08,property,theft/other,theft/other,property|theft/other,15:07:00
6004,2022,2022-06-08,property,theft f/auto,theft f/auto,property|theft f/auto,01:30:00
6005,2022,2022-06-08,property,theft f/auto,theft f/auto,property|theft f/auto,11:20:00
6006,2022,2022-06-08,property,theft/other,theft/other,property|theft/other,15:47:00
6007,2022,2022-06-23,property,theft f/auto,theft f/auto,property|theft f/auto,21:00:00
6008,2022,2022-06-24,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,22:30:00
6009,2022,2022-06-25,property,theft/other,theft/other,property|theft/other,15:45:00
6010,2022,2022-06-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,17:24:00
6011,2022,2022-06-25,property,theft/other,theft/other,property|theft/other,13:00:00
6012,2022,2022-06-30,property,theft f/auto,theft f/auto,property|theft f/auto,21:30:00
6013,2022,2022-07-01,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,06:18:00
6014,2022,2022-07-18,property,theft f/auto,theft f/auto,property|theft f/auto,00:30:00
6015,2022,2022-06-22,property,theft/other,theft/other,property|theft/other,08:00:00
6016,2022,2022-07-18,property,theft f/auto,theft f/auto,property|theft f/auto,00:01:00
6017,2022,2022-07-15,property,burglary,burglary,property|burglary,15:30:00
6018,2022,2022-07-16,property,theft/other,theft/other,property|theft/other,15:00:00
6019,2022,2022-07-17,property,theft f/auto,theft f/auto,property|theft f/auto,00:30:00
6020,2022,2022-07-17,property,theft f/auto,theft f/auto,property|theft f/auto,23:30:00
6021,2022,2022-04-13,property,theft f/auto,theft f/auto,property|theft f/auto,22:00:00
6022,2022,2022-04-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,11:20:00
6023,2022,2022-04-14,property,theft/other,theft/other,property|theft/other,12:27:00
6024,2022,2022-04-20,property,theft/other,theft/other,property|theft/other,19:15:00
6025,2022,2022-04-16,property,theft/other,theft/other,property|theft/other,17:00:00
6026,2022,2022-04-21,property,theft/other,theft/other,property|theft/other,00:20:00
6027,2022,2022-04-21,property,theft f/auto,theft f/auto,property|theft f/auto,07:00:00
6028,2022,2022-04-20,property,theft/other,theft/other,property|theft/other,11:45:00
6033,2022,2022-02-22,violent,robbery,robbery,violent|robbery,23:15:00
6034,2022,2022-02-23,violent,robbery,robbery,violent|robbery,01:30:00
6035,2022,2022-03-20,violent,robbery,robbery,violent|robbery,20:11:00
6036,2022,2022-04-09,violent,sex abuse,sex abuse,violent|sex abuse,13:00:00
6039,2022,2022-02-23,property,theft/other,theft/other,property|theft/other,00:47:00
6040,2022,2022-02-23,property,theft f/auto,theft f/auto,property|theft f/auto,02:10:00
6041,2022,2022-02-22,property,theft/other,theft/other,property|theft/other,13:00:00
6042,2022,2022-02-17,property,theft/other,theft/other,property|theft/other,13:46:00
6043,2022,2022-03-01,property,theft f/auto,theft f/auto,property|theft f/auto,15:40:00
6044,2022,2022-03-14,property,theft/other,theft/other,property|theft/other,19:16:00
6045,2022,2022-03-14,property,theft f/auto,theft f/auto,property|theft f/auto,19:28:00
6046,2022,2022-03-14,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,21:49:00
6047,2022,2022-03-20,property,theft f/auto,theft f/auto,property|theft f/auto,20:27:00
6048,2022,2022-03-20,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
6049,2022,2022-04-03,property,theft f/auto,theft f/auto,property|theft f/auto,02:59:00
6050,2022,2022-04-09,property,burglary,burglary,property|burglary,03:00:00
6051,2022,2022-04-09,property,theft f/auto,theft f/auto,property|theft f/auto,14:37:00
6052,2022,2022-04-09,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,09:30:00
6053,2022,2022-04-08,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,22:00:00
6054,2022,2022-04-09,property,theft f/auto,theft f/auto,property|theft f/auto,17:47:00
6055,2022,2022-04-08,property,theft f/auto,theft f/auto,property|theft f/auto,17:30:00
6064,2022,2022-02-12,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,17:58:00
6065,2022,2022-03-04,violent,robbery,robbery,violent|robbery,06:45:00
6066,2022,2022-03-29,violent,robbery,robbery,violent|robbery,12:33:00
6067,2022,2022-04-04,violent,robbery,robbery,violent|robbery,21:56:00
6068,2022,2022-04-04,violent,robbery,robbery,violent|robbery,23:25:00
6071,2022,2022-02-12,property,theft f/auto,theft f/auto,property|theft f/auto,12:11:00
6072,2022,2022-02-12,property,theft/other,theft/other,property|theft/other,14:25:00
6073,2022,2022-02-11,property,theft f/auto,theft f/auto,property|theft f/auto,23:00:00
6074,2022,2022-03-03,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,18:00:00
6075,2022,2022-03-03,property,theft f/auto,theft f/auto,property|theft f/auto,14:30:00
6076,2022,2022-03-04,property,theft f/auto,theft f/auto,property|theft f/auto,00:30:00
6077,2022,2022-03-08,property,theft/other,theft/other,property|theft/other,13:20:00
6078,2022,2022-03-28,property,theft f/auto,theft f/auto,property|theft f/auto,20:00:00
6079,2022,2022-02-23,property,theft f/auto,theft f/auto,property|theft f/auto,12:30:00
6080,2022,2022-03-26,property,theft f/auto,theft f/auto,property|theft f/auto,15:00:00
6081,2022,2022-03-28,property,theft/other,theft/other,property|theft/other,13:00:00
6082,2022,2022-03-28,property,theft/other,theft/other,property|theft/other,13:00:00
6083,2022,2022-03-29,property,theft/other,theft/other,property|theft/other,15:28:00
6084,2022,2022-04-24,property,theft f/auto,theft f/auto,property|theft f/auto,08:00:00
6085,2022,2022-04-08,property,theft f/auto,theft f/auto,property|theft f/auto,08:30:00
6086,2022,2022-04-25,property,theft f/auto,theft f/auto,property|theft f/auto,02:00:00
6087,2022,2022-04-25,property,motor vehicle theft,motor vehicle theft,property|motor vehicle theft,08:11:00
6088,2022,2022-04-25,violent,robbery,robbery,violent|robbery,13:54:00
6089,2022,2022-05-09,violent,assault w/dangerous weapon,assault w/dangerous weapon,violent|assault w/dangerous weapon,16:28:00
